,GaussAmp_mean,GaussAmp_std,Lorentz_mean,Lorentz_std
2073,0.00027603803978563154,0.00038466911874480503,-0.004417856026143708,0.0030828201521855146
2074,0.00015323757038713306,0.000350154590618227,-0.004540656495542207,0.0030224938823921617
2075,1.581608162523117e-05,0.00036234200790565463,-0.004678077984304109,0.0030202378389059454
2076,6.490348683000414e-05,0.0003385544841305479,-0.004628990579099336,0.0030462701872795463
2077,0.0004300266395628533,0.00029022654608203466,-0.0042638674263664866,0.00308449377400903
2078,0.000788897265058764,0.00029861653400729246,-0.0039049968008705764,0.00312771334340737
2079,0.0008349746357023796,0.00027375868875221485,-0.0038589194302269605,0.003127446624133697
2080,0.0007131129394590935,0.00026789706586677494,-0.003980781126470247,0.003081182493358548
2081,0.0007018804441511711,0.00036012659674803895,-0.003992013621778169,0.0030661694103602914
2082,0.0007461905370771966,0.00039271336160479287,-0.003947703528852144,0.0030932117211860794
2083,0.0006623059402525506,0.0003621814724507714,-0.004031588125676789,0.0030776728559410685
2084,0.0004971474300444207,0.0003370230440947278,-0.00419674663588492,0.00302333227132636
2085,0.0003976911197722039,0.00035557293601064927,-0.004296202946157136,0.0030310424791333236
2086,0.0004146903644621453,0.0003976639070907482,-0.004279203701467195,0.0031018263872993153
2087,0.0004744529615461907,0.00040418871207734223,-0.00421944110438315,0.003165121481969102
2088,0.0005435287843763909,0.0003490483373100231,-0.004150365281552949,0.0032072797809509614
2089,0.0005897879491865716,0.0002855912372774094,-0.004104106116742769,0.0032180700939339023
2090,0.0005054622779905877,0.00030680036356830136,-0.004188431787938753,0.0031999791254156314
2091,0.00033877490864396895,0.00033207594665304803,-0.0043551191572853715,0.003185669029924113
2092,0.0002972274910032829,0.0003377404067109809,-0.004396666574926057,0.0031672254042764796
2093,0.0004269152771055779,0.0003472052577865597,-0.004266978788823763,0.0031159859787103926
2094,0.0005420505891859612,0.0003335668775950604,-0.004151843476743379,0.0030712983477592165
2095,0.0004477977644026359,0.00032334333269087737,-0.004246096301526704,0.003079690155260304
2096,0.00020835696564317554,0.0003341292891973162,-0.004485537100286164,0.003097316710338568
2097,0.0001487910638868889,0.0002944752865198032,-0.004545103002042451,0.003081299896087328
2098,0.0004692494760572991,0.00025841211106362923,-0.0042246445898720415,0.003074725858036984
2099,0.0009473562131941399,0.000282233906816709,-0.0037465378527352005,0.003098730783534287
2100,0.0011662900339186272,0.0003457703685214844,-0.003527604032010713,0.0031125416449673923
2101,0.000996944297415026,0.000363509575333144,-0.003696949768514314,0.003083981650206113
2102,0.0006549090038359246,0.0003557800242164921,-0.004038985062093416,0.0030527670468029435
2103,0.00038065611229539715,0.00037064387454144917,-0.004313237953633943,0.003061428685657318
2104,0.0003160446773588737,0.00036584082310057075,-0.004377849388570466,0.003069090279330802
2105,0.0004799216877043328,0.0003786630226347901,-0.004213972378225008,0.0030710370244203394
2106,0.0007084339748442254,0.0004089805771470595,-0.003985460091085115,0.003121539429095873
2107,0.0007410317550718865,0.0004252875605060359,-0.003952862310857454,0.003193847281565334
2108,0.0005717426429808221,0.0004004089192052852,-0.004122151422948518,0.0032173391927305724
2109,0.0004695564399778924,0.0003652402835866871,-0.004224337625951448,0.00320738417888971
2110,0.0005021244178831658,0.00034221019727823565,-0.004191769648046175,0.003204520203906585
2111,0.0005039930234968743,0.00028340543825436637,-0.004189901042432466,0.0032061678085228526
2112,0.000427857030493029,0.0002221591076546074,-0.004266037035436311,0.0031967028857713808
2113,0.00026751755581498946,0.00024799489556705993,-0.004426376510114351,0.0031840880792270193
2114,7.48723636686882e-05,0.0003266020197646788,-0.004619021702260652,0.003179481273358077
2115,9.226201878190843e-05,0.0003788619091304399,-0.004601632047147431,0.0031598205833141347
2116,0.00035987197266221845,0.00036787396416524705,-0.004334022093267121,0.0031215074197069627
2117,0.0005798011909544548,0.0003087027661825878,-0.004114092874974886,0.003087183413851653
2118,0.0006172686706602654,0.0002528721771523817,-0.004076625395269075,0.0030625264263504947
2119,0.000498980272871264,0.0002682916533395188,-0.0041949137930580764,0.0030576288623928843
2120,0.00023559032784105147,0.00035383926759928534,-0.004458303738088289,0.0030616960131351657
2121,8.230804310441816e-05,0.0003825219070209611,-0.004611586022824922,0.0030575527372976035
2122,0.0002744376550734123,0.000355352661066365,-0.004419456410855928,0.0030923244917724015
2123,0.0005763262401640496,0.00030771131019313274,-0.00411756782576529,0.003167414712076811
2124,0.0006631135831892571,0.0002349995060324606,-0.0040307804827400835,0.003214504326999398
2125,0.0005677074085295281,0.00022055259309460297,-0.004126186657399812,0.0032030075754717773
2126,0.00047793983326555105,0.00030017400113563033,-0.004215954232663789,0.0031539672860106853
2127,0.0005024254213392815,0.00038500454657615493,-0.004191468644590059,0.0031240057072536463
2128,0.00069444774494768,0.00038205483996116697,-0.00399944632098166,0.003123261265199005
2129,0.0009264469038069328,0.0002999122092055919,-0.0037674471621224072,0.0031045923016839836
2130,0.0008891940008223136,0.00029772380587803825,-0.0038047000651070264,0.003074625709202437
2131,0.0005261391292631707,0.0003941532292217652,-0.004167754936666169,0.0030869971302030313
2132,0.00020647941933275068,0.00042791878996463034,-0.004487414646596589,0.003148259414838576
2133,0.000281256426435717,0.0003907057968744328,-0.0044126376394936235,0.003206117237454349
2134,0.0006577819477140985,0.000374632433685455,-0.004036112118215242,0.003221993753296082
2135,0.0009336680065214714,0.00034938142206837684,-0.0037602260594078686,0.0032000862573360093
2136,0.0008897781263411125,0.00035951298589941835,-0.003804115939588228,0.003164158902503382
2137,0.000678813446623095,0.00038198885815322295,-0.004015080619306245,0.0031334236612945003
2138,0.0005430072437346063,0.00036584814591680115,-0.004150886822194734,0.003118182578532036
2139,0.00047511755333543633,0.00038028789992783477,-0.0042187765125939036,0.003125978865896861
2140,0.00034051536427141035,0.00036669081138040424,-0.0043533787016579294,0.0031486528850913527
2141,0.00014973877773881758,0.0003326251206205132,-0.004544155288190523,0.003172856628262934
2142,1.5521038633592984e-05,0.00030140033004129454,-0.004678373027295747,0.0032007864112189033
2143,-1.1935840982190701e-05,0.00031021632872907655,-0.004705829906911531,0.0032470291112807704
2144,0.00010206102238298266,0.00039930399163218505,-0.0045918330435463575,0.003280972400189327
2145,0.0003595143447935661,0.00041751237265600185,-0.004334379721135774,0.0032613976872629563
2146,0.000606554735761889,0.00034721005240922993,-0.004087339330167451,0.003220926082845332
2147,0.000655227888685473,0.00030140731064055864,-0.004038666177243867,0.0031993480418309734
2148,0.0005050688873350701,0.00029622255612228766,-0.00418882517859427,0.0031965379566625293
2149,0.0003851443420469842,0.0003181444291494213,-0.004308749723882356,0.0032116621226368435
2150,0.0005229949842512689,0.0003389190226882249,-0.004170899081678071,0.0032133106980963416
2151,0.0007800042520582757,0.00037485078990195675,-0.0039138898138710645,0.003185299207672349
2152,0.0008559077869474968,0.0003976906667768225,-0.0038379862789818435,0.003159296230104133
2153,0.0008187413106978021,0.0003936103847447503,-0.003875152755231538,0.0031411763524238044
2154,0.0008824795375883659,0.00039745831496397884,-0.0038114145283409742,0.003118164826576024
2155,0.000984895218473681,0.0003947024599417181,-0.0037089988474556593,0.003118748440046103
2156,0.0010016947876036247,0.00039176887903514255,-0.0036921992783257155,0.003158411130449945
2157,0.0010546773563444695,0.0003430011161364375,-0.0036392167095848707,0.003203260761117069
2158,0.0012493044029295525,0.0002613969532251297,-0.0034445896629997875,0.0032229959314357447
2159,0.0013480096946775991,0.00029609733520476726,-0.0033458843712517406,0.003191602100872096
2160,0.0011436551700651726,0.0003476597713926393,-0.0035502388958641674,0.0031037813377820934
2161,0.0009163230548918328,0.0003612495994516675,-0.0037775710110375072,0.00301028100312584
2162,0.000937953580480822,0.0003705213601993135,-0.0037559404854485183,0.0029527780294855924
2163,0.0010599434267103752,0.0003974313811689966,-0.003633950639218965,0.0029485122895310484
2164,0.0011390089880049309,0.00040945520556523473,-0.0035548850779244094,0.0029971039883938027
2165,0.0012798547636091787,0.00040660461288271547,-0.0034140393023201613,0.003061001012838436
2166,0.0014780431877195912,0.0003706792066009085,-0.0032158508782097485,0.0031116698452170024
2167,0.001488429297071703,0.00035105944154122174,-0.0032054647688576367,0.0031598717287187436
2168,0.0010934084545195183,0.0003633155929492102,-0.0036004856114098217,0.0031849092211687726
2169,0.0005413144718229852,0.00034698675278584443,-0.004152579594106355,0.003165449851653812
2170,0.00040829180584550705,0.00034570969526778544,-0.004285602260083833,0.0031348250511396177
2171,0.0007725059877455316,0.0003663151908052335,-0.003921388078183809,0.0031260605113914266
2172,0.0011706560741484246,0.00037353976826797164,-0.0035232379917809154,0.0031432148755472927
2173,0.0013933002840101796,0.0004028917135392247,-0.00330059378191916,0.0031599985597682142
2174,0.0015219807516157705,0.00039886241159474867,-0.0031719133143135693,0.0031335283134875176
2175,0.0014886170517027456,0.00036356588524187654,-0.003205277014226594,0.003091463008620646
2176,0.0012764394174635488,0.00038206933518966846,-0.003417454648465791,0.003089350446235161
2177,0.001153123367887743,0.0004130947561882061,-0.0035407706980415967,0.0031007861561866182
2178,0.0012176960598051627,0.0004075433050006729,-0.0034761980061241773,0.0030909393008755138
2179,0.0012427568327009757,0.00037140383166791696,-0.0034511372332283645,0.0030816037553914695
