x,GaussAmp_mean,GaussAmp_std,Lorentz_mean,Lorentz_std
1999.681106,-0.0012433142400667591,0.0004920973312811298,-0.0006484794750087365,0.0008606229193449886
1998.716939,-0.00128065953025078,0.00045325253598455477,-0.0006858247651927573,0.0008796066611599882
1997.752773,-0.0011957258916780872,0.00041648273856839717,-0.0006008911266200646,0.0009056154470791481
1996.788607,-0.0011175633407518788,0.00042454544986598135,-0.0005227285756938562,0.0009361247241451311
1995.82444,-0.0010628701187059802,0.00043067100019907484,-0.0004680353536479577,0.0009396929911004963
1994.860274,-0.001089525315849535,0.00040789477959700783,-0.0004946905507915123,0.0008842540693967146
1993.896107,-0.0011940062976763172,0.00040456691109012487,-0.0005991715326182946,0.0007943393048733356
1992.931941,-0.0012246758676454945,0.0004323651681834902,-0.0006298411025874718,0.0007554886523097992
1991.967775,-0.0012229264713213366,0.00044605690808552194,-0.0006280917062633141,0.0008047212993968481
1991.003608,-0.0012902677989885731,0.0004197284226569683,-0.0006954330339305503,0.0008548176451109564
1990.039442,-0.0012573541141436024,0.00037034851019383705,-0.0006625193490855798,0.000848952598063566
1989.075275,-0.0010780752635881825,0.00034142433395822864,-0.0004832404985301598,0.0008268796406237231
1988.111109,-0.0010178417898104113,0.0003407582478275838,-0.0004230070247523888,0.0008403280143133984
1987.146943,-0.001225832197754137,0.0003575640804902122,-0.0006309974326961144,0.0008869409687194428
1986.182776,-0.0014830441213533805,0.0003777452752954498,-0.0008882093562953575,0.0009167363208599185
1985.21861,-0.001509547326652758,0.00038623991494184914,-0.0009147125615947349,0.0009174240414036699
1984.254443,-0.0013017387128755969,0.0004070665858685546,-0.0007069039478175743,0.0009248012946512455
1983.290277,-0.001016888115494005,0.00041013355690794443,-0.00042205335043598257,0.0009254825250676326
1982.326111,-0.0007666082120821399,0.0003924582690516209,-0.00017177344702411733,0.0009097549231416063
1981.361944,-0.0006763280368730946,0.00037009240318608107,-8.149327181507188e-05,0.0008895138576268352
1980.397778,-0.0007794261909410876,0.0003606967635229957,-0.0001845914258830651,0.000858727783703904
1979.433611,-0.0008970589376375599,0.00039568057967404166,-0.0003022241725795373,0.0008095330919007991
1978.469445,-0.000917139742462389,0.0004483063092877956,-0.00032230497740436635,0.0007599581500319567
1977.505279,-0.0009353757835314197,0.0004666407854685718,-0.00034054101847339716,0.0007275468190366026
1976.541112,-0.0010209531522676867,0.0004491137782976103,-0.00042611838720966425,0.0007147260949031554
1975.576946,-0.001147186849205248,0.00041811645366210474,-0.0005523520841472253,0.0007419141638146046
1974.61278,-0.001240134332267992,0.00038771794977195074,-0.0006452995672099694,0.0007991433444362717
1973.648613,-0.0011899889446184558,0.00038906924087474867,-0.0005951541795604332,0.0008375642901309148
1972.684447,-0.0010510773397371693,0.0004264463678620088,-0.00045624257467914665,0.0008509890577943001
1971.72028,-0.0009723723865435047,0.00044485261446528456,-0.0003775376214854821,0.0008578601863284953
1970.756114,-0.0009172500110552235,0.0004103080182483257,-0.00032241524599720085,0.0008642309998739281
1969.791948,-0.0008631885982439442,0.00034995792199775367,-0.00026835383318592155,0.0008778912802498585
1968.827781,-0.000924250576584093,0.00032321805262016545,-0.00032941581152607047,0.0008922699419691909
1967.863615,-0.0011151702142641468,0.0003187268163319182,-0.0005203354492061241,0.0008975783839235569
1966.899448,-0.0013456434942171497,0.0003329434006593525,-0.000750808729159127,0.0009014694223893117
1965.935282,-0.0014473051763460563,0.00035808111606541954,-0.0008524704112880333,0.0008812551370645228
1964.971116,-0.0012159050441667956,0.0003918214744876997,-0.0006210702791087731,0.0008655394559554364
1964.006949,-0.0007841021753237171,0.00040169139742167925,-0.00018926741026569448,0.000881662161782485
1963.042783,-0.0005455137229845447,0.0004118211068570585,4.932104207347797e-05,0.000903927405151119
1962.078616,-0.0006033063865587635,0.0004279097814076455,-8.47162150074078e-06,0.0008933586500968943
1961.11445,-0.0007356286979601307,0.00042279179121856554,-0.000140793932902108,0.0008505418827549845
1960.150284,-0.0008141399360582751,0.00039713098845732634,-0.0002193051710002526,0.0008293121235898064
1959.186117,-0.0009103150106356067,0.0003485995478736834,-0.00031548024557758413,0.0008533989201338433
1958.221951,-0.0010429770685121936,0.00032029205313328506,-0.0004481423034541711,0.0009007977380349704
1957.257784,-0.0011090219951555651,0.0003199558539283098,-0.0005141872300975426,0.00092326761931603
1956.293618,-0.0011070133186266346,0.0003232832698405348,-0.000512178553568612,0.0008871005834571972
1955.329452,-0.0011278630233690662,0.00037326193762736583,-0.0005330282583110436,0.0008421668226246256
1954.365285,-0.0012329370714113635,0.000397039400214572,-0.000638102306353341,0.0008314400526480071
1953.401119,-0.0014472396112368033,0.0003934504844467261,-0.0008524048461787803,0.0008515815775536984
1952.436952,-0.0016253442502901481,0.0003925663507610328,-0.001030509485232125,0.0008751620674669336
1951.472786,-0.001551482174484484,0.00035673454015015897,-0.000956647409426461,0.0008827039948886955
1950.50862,-0.0013283939100191516,0.00032365356632776113,-0.000733559144961129,0.0008831304369462972
1949.544453,-0.0012411118484423084,0.00033087289978990606,-0.0006462770833842858,0.0008569880130677666
1948.580287,-0.001311659905998461,0.0003655040773571665,-0.000716825140940438,0.0008035045483840387
1947.61612,-0.0014398694969103263,0.00039267829433706767,-0.0008450347318523033,0.0007751400307916621
1946.651954,-0.0015878052450106071,0.00035928673585666933,-0.000992970479952584,0.0007988088798287892
1945.687788,-0.0015997410751268791,0.00032536672740680564,-0.001004906310068856,0.0008602746000781435
1944.723621,-0.0014101655221865103,0.00033873497276844337,-0.0008153307571284874,0.00088515729496107
1943.759455,-0.0012208462692186756,0.00036860273357831115,-0.000626011504160653,0.0008458001119637148
1942.795288,-0.0011702270246431751,0.0004055347168344784,-0.0005753922595851525,0.0008267778424447918
1941.831122,-0.0012555063701555653,0.0004131508497843878,-0.0006606716050975426,0.0008591509755200394
1940.866956,-0.0014080853200838493,0.00039498524664024424,-0.0008132505550258263,0.0008785790338535894
1939.902789,-0.0014718891120836662,0.0003976328742917636,-0.0008770543470256432,0.0008727801637843926
1938.938623,-0.0013940901494905876,0.0004021382267913788,-0.0007992553844325646,0.0008445752934398295
1937.974456,-0.0012595505453035754,0.00043860123938651804,-0.0006647157802455529,0.0008229562554703196
1937.01029,-0.0011062891221926135,0.0004767685071868252,-0.0005114543571345909,0.0008292548281964275
1936.046124,-0.0009876848197863026,0.0004285208477770591,-0.00039285005472827994,0.0008500028230662383
1935.081957,-0.0009928853250429554,0.0003522497065038025,-0.00039805055998493277,0.0008984993293667735
1934.117791,-0.0009673655963823719,0.00032654820676714563,-0.0003725308313243493,0.0009232615968416862
1933.153624,-0.0007141412235186023,0.0003451904760835004,-0.00011930645846057973,0.0008900380525804463
1932.189458,-0.0003979117608950062,0.00035284697263595786,0.00019692300416301653,0.0008490586217775725
1931.225292,-0.0002789498306200428,0.0003151249752557509,0.0003158849344379799,0.0008376369361509037
1930.261125,-0.00038682529696678356,0.00028366483341024776,0.00020800946809123918,0.0008442242279904188
1929.296959,-0.0005870134569094104,0.000312585681514049,7.821308148612247e-06,0.0008504453265222423
