,HYPERION_Transmittance.0008555,HYPERION_Transmittance.0008556,HYPERION_Transmittance.0008557,HYPERION_Transmittance.0008558,HYPERION_Transmittance.0008559,HYPERION_Transmittance.0008560,HYPERION_Transmittance.0008561,HYPERION_Transmittance.0008562,HYPERION_Transmittance.0008563,HYPERION_Transmittance.0008564,HYPERION_Transmittance.0008565,HYPERION_Transmittance.0008566,HYPERION_Transmittance.0008567,HYPERION_Transmittance.0008568,HYPERION_Transmittance.0008569,HYPERION_Transmittance.0008570,HYPERION_Transmittance.0008571,HYPERION_Transmittance.0008572,HYPERION_Transmittance.0008573,HYPERION_Transmittance.0008574
0,-0.010965671019282386,-0.010448712988645498,-0.0006248510691585815,-0.00611793046330373,-0.004260600119652764,-0.007207056320360969,-0.0023963280941054713,-0.0009844767603618529,-0.002697364107137347,0.0017059398473801954,-0.0013711409529546814,0.0005876612561706561,0.0011351223469588476,0.0017773301114415866,0.002169902358377554,0.0011443050389903895,0.0012258232784153986,0.0011596324599641803,0.0020366559014572388,0.0028453552492944444
1,0.02253475709235346,0.018030915970437728,0.012575573474470315,0.022286434601276713,0.014947349622224687,0.01925242895913767,0.012950362386215929,0.014929972659757906,0.014764519226593331,0.012768133953067437,0.012974476341395503,0.010396707913674554,0.011318968876644183,0.01275256818525276,0.010723529341463287,0.010955373671512864,0.01105558005421938,0.011391737105371872,0.010698994572676295,0.010068966107630424
2,1428.1390313086283,1415.584751779321,1402.732302501043,1433.8013792368447,1411.1697663538469,1424.8056703834272,1400.9125535071526,1415.5238995623881,1413.1560279902485,1401.0968029425565,1401.5894204293893,1374.4495984158598,1387.7456970569222,1401.1382650184967,1379.707582739904,1381.984743217457,1387.037210875088,1385.774664111189,1381.9770404535495,1363.029052017387
3,505.93177004696537,448.2536472601873,320.1631719309472,499.7872834577705,377.2107418328171,451.8322932739482,327.557130891175,375.6045330155758,370.63170626529984,321.8915545355452,321.30592745569066,253.24536552915094,279.36862314943716,316.02288257877024,262.88024501692246,270.0352397707936,272.2742925085721,281.5153541789224,258.97665386741767,235.94009689637733
4,[1.93810742e-03 1.90114955e-03 1.81654743e+00 2.90722932e+01],[1.38982068e-03 1.34982002e-03 2.12182906e+00 2.47631888e+01],[4.29538329e-04 3.96803162e-04 2.32886949e+00 1.04578891e+01],[1.74529267e-03 1.71011160e-03 1.75870789e+00 2.63715496e+01],[7.20740040e-04 6.84496728e-04 2.10049732e+00 1.48587238e+01],[1.20599954e-03 1.17187387e-03 1.74408744e+00 2.02201045e+01],[4.29652155e-04 3.98409649e-04 2.12209765e+00 1.01456173e+01],[6.75377616e-04 6.40925152e-04 2.01089955e+00 1.39419039e+01],[6.25493238e-04 5.92346594e-04 1.94429622e+00 1.30302438e+01],[3.94686766e-04 3.64926195e-04 2.07546246e+00 9.46076305e+00],[3.42119593e-04 3.16230462e-04 1.77936439e+00 8.07102218e+00],[1.62362335e-04 1.51232035e-04 2.00557925e+00 4.98845682e+00],[2.10263888e-04 1.91907855e-04 1.84187133e+00 5.79577387e+00],[3.36107125e-04 3.09861227e-04 1.86149143e+00 8.07579284e+00],[1.75048359e-04 1.61069246e-04 1.90459877e+00 5.16485594e+00],[1.89292767e-04 1.73311503e-04 1.88040588e+00 5.43258748e+00],[1.87028565e-04 1.70971794e-04 1.79311875e+00 5.30568037e+00],[2.10541282e-04 1.92169161e-04 1.79972526e+00 5.75932664e+00],[1.56304227e-04 1.44278870e-04 1.76243275e+00 4.63594676e+00],[1.21721350e-04 1.18268442e-04 1.84104606e+00 3.93409547e+00]
5,-0.02632751378357734,0.00481856238805593,-0.008512798378976887,0.013445321850660915,0.007673309718191496,0.007602253079387226,0.006567342668572853,-0.00963210542479624,-0.011848409022725728,-0.005297999481033448,-0.008509703214350685,-0.0038960681322275405,-0.004316479494335937,-0.005137535317210476,-0.0026742268565372184,-0.003942909962409797,-0.0039045199635645246,-0.004335310412613157,-0.0025085026037880097,-0.0007929985387035429
6,-109.00283369648245,-2.6790427846803753,-36.88422692478233,3.120823189744739,-2.758204723224155,-0.13007106927100232,-1.2331713098992352,-48.220353031304946,-49.27234145606972,-34.28696786263026,-34.85747141278593,-19.19616802114421,-24.474480689232045,-33.40357702454252,-21.071112158891548,-22.440611414937067,-22.803706649332895,-24.829965878309896,-19.950123976843614,-15.690945273405864
7,1427.935947868113,853.0737446813156,1407.0800488158782,858.7068180205283,852.7874120967259,-38881.18700866311,1929.17556624265,1415.8171762480024,1414.2067015200232,1403.3738410759865,1403.4712153060502,1379.2360646468712,1391.2746272451104,1403.2351474378686,1384.0658382185088,1385.89550253778,1390.3344611236596,1389.0108550799578,1385.554835772773,1367.3173512613594
8,-1829.871911772972,179.09077957163237,-1149.7863412118202,-197.56421475037968,182.54724859114097,-3451310.52913412,187.74692978996958,-1299.7580049308187,-1310.8497715979681,-1102.7236788073367,-1102.3062750546626,-820.9993045015237,-928.1856060822063,-1080.2035660714564,-861.2360272164997,-889.8322566998612,-895.871729616833,-935.0405517916812,-831.0399390091741,-725.4405687974082
9,[3.64744537e-03 1.74133938e+01 1.81285172e+00 1.18729392e+02],[9.93210697e-05 1.86999217e-01 4.43538144e+00 1.40744160e+01],[1.06958064e-03 3.56053744e+00 2.29141182e+00 5.41952849e+01],[1.02506567e-04 2.01385084e-01 4.41294364e+00 1.42126863e+01],[1.02272505e-04 1.96606923e-01 4.62020440e+00 1.45550333e+01],[2.80878020e-01 1.31975249e+06 2.30759578e+11 1.98556392e+13],[1.35426564e-04 2.31784807e-01 1.18667385e+01 4.10057317e+01],[1.34014691e-03 4.88114072e+00 1.99608471e+00 6.07183445e+01],[1.33572285e-03 4.89492911e+00 1.92810099e+00 5.98827143e+01],[8.59889826e-04 2.77859745e+00 2.04757984e+00 4.45363184e+01],[7.51851834e-04 2.42896059e+00 1.76127503e+00 3.82839543e+01],[3.83980909e-04 1.01984091e+00 2.02081161e+00 2.54221125e+01],[4.81761201e-04 1.38444613e+00 1.82922628e+00 2.86023355e+01],[7.40774305e-04 2.35947612e+00 1.84019749e+00 3.84135028e+01],[4.10868107e-04 1.12488635e+00 1.90850951e+00 2.60881245e+01],[4.39350052e-04 1.22834275e+00 1.87668958e+00 2.71524112e+01],[4.29037545e-04 1.20463206e+00 1.78976906e+00 2.62767980e+01],[4.79759975e-04 1.38548917e+00 1.78968523e+00 2.83162520e+01],[3.52756204e-04 9.43869843e-01 1.76389505e+00 2.27484286e+01],[2.71280435e-04 6.67772216e-01 1.87318922e+00 1.93000725e+01]
