,HYPERION_Transmittance.0008575,HYPERION_Transmittance.0008576,HYPERION_Transmittance.0008577,HYPERION_Transmittance.0008578,HYPERION_Transmittance.0008579,HYPERION_Transmittance.0008580,HYPERION_Transmittance.0008581,HYPERION_Transmittance.0008582,HYPERION_Transmittance.0008583,HYPERION_Transmittance.0008584,HYPERION_Transmittance.0008585,HYPERION_Transmittance.0008586,HYPERION_Transmittance.0008587,HYPERION_Transmittance.0008588,HYPERION_Transmittance.0008589,HYPERION_Transmittance.0008590,HYPERION_Transmittance.0008591,HYPERION_Transmittance.0008592,HYPERION_Transmittance.0008593,HYPERION_Transmittance.0008594
0,-0.0021660652427112855,0.0013438168362871798,-0.0015368124701156231,0.0002978957049769965,-0.002010487501894826,-0.0007463255790267329,-0.0029063530364619814,-1.3039674860236833e-05,-0.001012057397778644,0.0014169245895967353,0.001022492272977627,-0.0020287174634066314,-0.0005299586171255527,-0.0008770011770017501,-0.00042071107315063436,-0.0021272883725524357,-0.0014877223843740334,-0.0006181469312381405,-0.0002291216919233509,0.00041501849516258657
1,0.013009181745810046,0.011113375660658094,0.014872065573602638,0.011357121916962008,0.013489051926780566,0.011285860371413164,0.01329608006070093,0.011541135442207737,0.012281252889344375,0.012056011450502106,0.011364116199275427,0.01213669486419772,0.011383957538329395,0.01079637418056217,0.011895420060363262,0.01080306783166158,0.011175944103609288,0.012230975036144563,0.010884781582483839,0.012026288911698109
2,1394.1361985252786,1377.1991750226493,1409.0680176844392,1381.2215266112082,1396.3201572094972,1374.272985899991,1397.0463368530652,1379.1975089021837,1383.8974271905986,1389.2569308271832,1376.4218584038629,1384.7637750875447,1371.101979248786,1363.1400191634682,1383.162236430409,1364.5633740038954,1369.5369717277474,1387.682585755558,1365.9757837937784,1381.4929648305806
3,321.4720245529146,268.70483130256514,362.0043007643476,279.6002502082646,332.6285333114704,279.26904137483,320.9499328624294,280.42704285422394,301.0255669085358,295.99013283830493,276.4108213574213,298.34359212208415,273.2186386355456,259.15804785233274,290.67009857111606,260.2938561050956,274.8805666399406,295.7670132462764,261.2483939856081,288.0961493812799
4,[3.39619805e-04 3.13948144e-04 1.76256007e+00 7.99235905e+00],[1.92352205e-04 1.76383824e-04 1.92076300e+00 5.45353231e+00],[4.97692098e-04 4.69517784e-04 1.62880112e+00 1.02628746e+01],[2.21452521e-04 2.02252712e-04 1.94444152e+00 6.08923145e+00],[3.88729956e-04 3.61410956e-04 1.76748018e+00 8.80967635e+00],[2.14563410e-04 1.96173171e-04 1.92558023e+00 5.94934422e+00],[3.16481983e-04 2.92480395e-04 1.61179302e+00 7.28647757e+00],[2.04751719e-04 1.87033945e-04 1.76181916e+00 5.54009846e+00],[2.53507703e-04 2.32268963e-04 1.68803765e+00 6.36792791e+00],[2.40564034e-04 2.19998099e-04 1.69506180e+00 6.16359987e+00],[1.83971297e-04 1.68230360e-04 1.67609143e+00 5.07282656e+00],[2.40753090e-04 2.20375036e-04 1.65932338e+00 6.12554931e+00],[1.73829830e-04 1.59280718e-04 1.64432152e+00 4.80293775e+00],[1.46605640e-04 1.36065755e-04 1.68745677e+00 4.32937080e+00],[2.24417680e-04 2.05039330e-04 1.69556453e+00 5.84998486e+00],[1.38558222e-04 1.28365827e-04 1.57302421e+00 4.08339962e+00],[1.64059353e-04 1.50294114e-04 1.56243908e+00 4.61421507e+00],[2.18783206e-04 2.00079214e-04 1.52553443e+00 5.52748154e+00],[1.43150106e-04 1.32421984e-04 1.59456392e+00 4.18185737e+00],[1.93476134e-04 1.76724268e-04 1.48372504e+00 4.99725282e+00]
5,-0.009450492605114075,-0.0037735805187225184,-0.010173281393500686,-0.005264192656598421,-0.009589903984653037,-0.006134045195486507,0.006780479681674643,-0.00550229718926457,-0.007400658606816911,-0.004597007100324566,-0.00409492569524109,-0.008221805820937683,0.006809034001039909,0.005898484901108623,-0.006201562320970933,0.004684333804850438,0.0058072803203961625,-0.0066933813464497395,0.006654654687816517,0.008511967428516438
6,-35.38160598684454,-22.54405591444398,-46.41683703116002,-24.848009498147682,-37.9704438739256,-24.26489329211158,2.6154037132494783,-24.84390572344223,-29.915011814777166,-28.121088547618356,-23.31956983085936,28.94755372487267,-1.8609603009081321,-1.9044815908275292,-26.830324966450092,-1.9375328061912493,-1.934983871999091,-28.436682028710003,-1.9687971626441239,2.1688771082995593
7,1396.1664867712182,1381.3152215581636,1409.7648174190115,1385.2314705490917,1397.9111588874484,1377.9280041912077,840.0697912044766,1382.2897588734327,1386.3392849914283,1391.4761026750868,1378.8789480652385,1387.1083601072949,1924.9294171284796,1919.4816166566236,1385.4893434999058,1922.8257472964347,1922.214709794522,1389.2244264746207,1924.2111350881692,841.7146850191849
8,-1109.365957381593,-883.5342203323917,-1255.1728266369944,-934.6450402524517,-1146.084301085178,-925.5431707082095,-182.30443905624617,-927.431648483569,-1019.2960325210178,-989.1054455801224,-898.2991087404718,1004.2785516119247,213.14336259127484,222.26879332954786,-964.5034561300139,220.73107301561103,219.86038938611415,-987.3413052559723,223.0462500611001,-164.3410047098814
9,[7.60190756e-04 2.46702516e+00 1.74542565e+00 3.84303516e+01],[4.47117062e-04 1.24457413e+00 1.91836594e+00 2.73086319e+01],[1.01924995e-03 3.61613325e+00 1.61328744e+00 4.58296969e+01],[5.16462822e-04 1.49129566e+00 1.93221872e+00 3.04596393e+01],[8.39520436e-04 2.78810964e+00 1.74769015e+00 4.11474984e+01],[4.93210486e-04 1.41554058e+00 1.91908429e+00 2.94977360e+01],[1.12330699e-04 2.46628028e-01 6.50116251e+00 1.81601899e+01],[4.65188624e-04 1.33660934e+00 1.75504941e+00 2.72127143e+01],[5.74805771e-04 1.75939325e+00 1.67919970e+00 3.11018278e+01],[5.31599964e-04 1.59396296e+00 1.68097377e+00 2.95325348e+01],[4.06397665e-04 1.14366166e+00 1.67400233e+00 2.44534124e+01],[5.40807761e-04 1.63861383e+00 1.64915002e+00 2.97189668e+01],[1.31951175e-04 2.46923087e-01 9.26971588e+00 3.20570812e+01],[1.31110195e-04 2.46716200e-01 9.27188185e+00 3.25608111e+01],[4.96921565e-04 1.46528409e+00 1.68492899e+00 2.81270940e+01],[1.28821747e-04 2.45546162e-01 9.08052078e+00 3.15244596e+01],[1.28645834e-04 2.43559667e-01 8.97787687e+00 3.12542869e+01],[4.85438732e-04 1.45394740e+00 1.52224433e+00 2.66184866e+01],[1.30190932e-04 2.52712998e-01 9.31204592e+00 3.20989242e+01],[1.11807937e-04 2.18797521e-01 6.19849625e+00 1.82322746e+01]
