x,GaussAmp_mean,GaussAmp_std,Lorentz_mean,Lorentz_std
1999.681106,0.002245696389612373,0.0010786514241442847,0.00623393636642282,0.004082134370855843
1998.716939,0.0024121214985219795,0.0010083325693336902,0.0064003614753324264,0.003917896014906843
1997.752773,0.0026679654955236273,0.0009191674191158795,0.006656205472334073,0.0038134393186421882
1996.788607,0.0028609087108938053,0.0008663596281477917,0.006849148687704251,0.003835900306677348
1995.82444,0.0028465141891805485,0.0008878746802713353,0.0068347541659909946,0.003931350511796641
1994.860274,0.0025845577358571846,0.0009657524615676444,0.0065727977126676315,0.004016874053892849
1993.896107,0.0023964812397329173,0.001019358870979566,0.006384721216543364,0.004072438474781534
1992.931941,0.002596115076479133,0.0010414781309412155,0.006584355053289579,0.0041233833339348845
1991.967775,0.0029020001530019606,0.001040628923572149,0.006890240129812405,0.004142839672499987
1991.003608,0.002862962090906318,0.0010090835502413386,0.006851202067716763,0.004104028135546747
1990.039442,0.0025663842796651683,0.001000084620524915,0.006554624256475615,0.004069970167524741
1989.075275,0.002288885915216621,0.0009897151726037236,0.006277125892027067,0.0040627682364140355
1988.111109,0.0021367987036077342,0.0009557115550066189,0.006125038680418181,0.004034963403547486
1987.146943,0.0021902759909002145,0.0009114095700949541,0.0061785159677106615,0.003995362510613915
1986.182776,0.0024933268665639713,0.0008899829462630743,0.006481566843374418,0.003993592960273586
1985.21861,0.002937479817804511,0.0008481678817067435,0.006925719794614957,0.0039767227702398895
1984.254443,0.00319400032752436,0.0007840934417888217,0.007182240304334805,0.00391709534944717
1983.290277,0.003038962685999091,0.000765995305914794,0.007027202662809537,0.00388064505398271
1982.326111,0.002650033438142951,0.0007828720164955178,0.006638273414953396,0.0038780143388886857
1981.361944,0.0022992839454976876,0.0008335397667075903,0.006287523922308134,0.003897865428007365
1980.397778,0.0021034707664815745,0.0008704008925520422,0.006091710743292021,0.003925427967524336
1979.433611,0.0020399024128286204,0.0008837765470940807,0.006028142389639067,0.003928218479963763
1978.469445,0.00205339392417353,0.0008926466243265786,0.006041633900983977,0.003903587827543113
1977.505279,0.0021077503799764473,0.000917406900911823,0.006095990356786894,0.0038697135290754188
