,HYPERION_Transmittance.0008407,HYPERION_Transmittance.0008408,HYPERION_Transmittance.0008409,HYPERION_Transmittance.0008411,HYPERION_Transmittance.0008412,HYPERION_Transmittance.0008413,HYPERION_Transmittance.0008414,HYPERION_Transmittance.0008415,HYPERION_Transmittance.0008416,HYPERION_Transmittance.0008418,HYPERION_Transmittance.0008419,HYPERION_Transmittance.0008420,HYPERION_Transmittance.0008421,HYPERION_Transmittance.0008422,HYPERION_Transmittance.0008423,HYPERION_Transmittance.0008424,HYPERION_Transmittance.0008425,HYPERION_Transmittance.0008426,HYPERION_Transmittance.0008427,HYPERION_Transmittance.0008428
0,-0.012638098509195029,-0.004902804661723099,-0.006901474119095999,-0.008265762477958013,-0.014220231438079241,-0.00782914140223459,-0.007795870499328786,-0.015897147762107017,-0.005978531162294753,-0.008929799001369778,-0.005968519688999458,-0.004648526151708102,-0.0127302902582439,-0.0027984207224007606,-0.005848886420867236,-0.002788289456634962,-0.008710749317040306,0.0004185386769547645,-0.004325900392422726,-0.0035592321212547726
1,0.02507245022929295,0.0171164288130555,0.01921984735598931,0.02002254531350374,0.026800209878453427,0.016344424734376188,0.024770495669076822,0.03054596137665424,0.018164656006561402,0.021957611245921826,0.018266237488768718,0.01355037904773755,0.023975594865487518,0.013424569144832347,0.018505040692503326,0.014500087922660729,0.025013776038732304,0.012895631764198006,0.017783910166476128,0.01587657430394786
2,1430.0407650381226,1418.491345087953,1425.614044616972,1426.3627106263068,1430.3931374832566,1412.1196111204856,1436.7120842977083,1438.035784680142,1424.689304013385,1430.3410171079342,1423.2334344079966,1397.916051727479,1423.5454146260356,1400.119919840453,1424.0445234853098,1409.3243220121788,1431.7367123818028,1397.4896737111712,1419.5283468536027,1415.3688765485765
3,510.5072975577572,393.42737271714617,429.5641891799617,439.008240964968,539.258489085178,381.11143515312244,499.4408312989419,579.0063000801782,410.9676349380887,465.5862232236784,405.75655295792757,319.8071483962221,499.3091718391041,316.1275216468336,408.5894161923898,337.0665394604323,502.4211892367843,294.23339664973264,392.26475729487885,366.4122989217467
4,[2.28441738e-03 2.24209337e-03 1.89984319e+00 3.09428703e+01],[8.91303530e-04 8.51738480e-04 2.05426013e+00 1.61771281e+01],[1.24809736e-03 1.20611713e-03 2.07292479e+00 2.06357901e+01],[1.26191941e-03 1.22242639e-03 1.90562144e+00 2.01632170e+01],[2.93294146e-03 2.88841350e-03 1.99377027e+00 3.81778566e+01],[8.45986824e-04 8.04719508e-04 2.19558786e+00 1.59760450e+01],[2.05398927e-03 2.01220495e-03 1.89756368e+00 2.79432555e+01],[3.61724575e-03 3.57426226e-03 1.89801131e+00 4.30158714e+01],[9.56764053e-04 9.19582334e-04 1.88516027e+00 1.65411953e+01],[1.54109840e-03 1.50145471e-03 1.85398546e+00 2.29360947e+01],[9.21291494e-04 8.84041782e-04 1.85833999e+00 1.57870757e+01],[4.38739525e-04 4.05229326e-04 2.21411865e+00 9.91406594e+00],[2.25567156e-03 2.21091294e-03 2.01117942e+00 3.15792644e+01],[4.31703773e-04 3.98005860e-04 2.26995556e+00 9.85422952e+00],[9.99523462e-04 9.59968012e-04 1.95912000e+00 1.69372906e+01],[5.12989494e-04 4.78028520e-04 2.10091056e+00 1.08188292e+01],[2.26245032e-03 2.21789016e-03 1.98174279e+00 3.05105418e+01],[3.24048305e-04 2.96130876e-04 2.15878572e+00 7.76439225e+00],[8.37687896e-04 8.00132804e-04 1.87879898e+00 1.46288065e+01],[6.61639380e-04 6.25375633e-04 1.98296835e+00 1.28074769e+01]
5,0.009427686550868397,-0.014659651910284037,-0.01774600307964145,-0.020048633700329332,0.009671439634039753,0.00527874692619113,0.013981530936188116,0.011783734648951537,-0.01661454334505269,0.009953893305469886,0.009065431579231148,-0.012663395337593118,-0.0277015621257691,-0.010953427643336412,-0.016650045256320155,-0.010987410044436296,0.013258721931395042,-0.0066145509642105,-0.014696739754703198,-0.012625417748387035
6,3.388621338466739,-57.26119493869466,-69.7391135787776,-76.26969997768403,3.3486901006350793,-3.092194785184735,3.6240017613769173,3.643941130299502,-64.5717018506732,3.374820565574734,3.197063649850034,-38.076310117931506,-107.99868763175647,38.03696404429649,-65.26939937384864,-41.51504796332799,3.5694617796770767,-31.750798151163718,-60.20811691627405,-49.58669386267682
7,849.5051848695049,1418.3427356221302,1424.8232660675294,1425.8872580240013,850.6800458539701,845.733077859353,855.8256896814264,848.0159065108134,1424.4315451616064,852.1309423402104,857.6998186323885,1401.550780601869,1422.9929840506095,1404.3652101910025,1423.7929197865535,1410.9394810746776,850.1122448950091,1402.0579632990348,1419.623907977179,1415.870099541497
8,-191.70610409309242,-1353.6002739916312,-1473.374448628633,-1523.8326858245418,-191.68571512344548,184.06057366242467,-205.14442096705037,-201.89921876517965,-1424.6670320277838,-195.66466301262398,-192.4709853405059,-1124.820518131222,-1763.1959302610276,1123.963040094815,-1415.1771794555648,-1162.9926158877984,-200.22545586820962,-1015.3017330578551,-1358.9257742432471,-1263.338272200072
9,[1.12666728e-04 2.34037295e-01 4.76725283e+00 1.44157214e+01],[1.67903045e-03 6.30451812e+00 2.04276178e+00 6.76174918e+01],[2.19687945e-03 8.80728281e+00 2.06758796e+00 8.15904864e+01],[2.26919492e-03 9.34110879e+00 1.89979740e+00 8.07741775e+01],[1.11973522e-04 2.29885609e-01 4.71214557e+00 1.43966211e+01],[1.11107293e-04 2.30975227e-01 5.04249222e+00 1.49073187e+01],[1.17092014e-04 2.44110277e-01 4.83120120e+00 1.50973567e+01],[1.14167490e-04 2.52314075e-01 5.06896458e+00 1.48907081e+01],[1.79292091e-03 7.00327332e+00 1.87632017e+00 6.86693678e+01],[1.13548676e-04 2.34328370e-01 4.83182527e+00 1.48558252e+01],[1.13802630e-04 2.19985217e-01 4.60620378e+00 1.48309940e+01],[1.03372989e-03 3.38765254e+00 2.17943076e+00 4.93803047e+01],[3.94119408e-03 1.82405052e+01 2.01036494e+00 1.22329558e+02],[1.05715072e-03 3.46263376e+00 2.23428229e+00 5.05084280e+01],[1.87590391e-03 7.28965954e+00 1.95007182e+00 7.04258328e+01],[1.09748011e-03 3.68360253e+00 2.07672126e+00 5.01277255e+01],[1.18369172e-04 2.54306805e-01 5.11938067e+00 1.53689587e+01],[7.76723363e-04 2.37042109e+00 2.12832235e+00 3.93808476e+01],[1.61442430e-03 6.08049919e+00 1.86677562e+00 6.21707743e+01],[1.32310976e-03 4.71774376e+00 1.96640384e+00 5.61994321e+01]
