,x,HYPERION_Transmittance.0008395,Extinction,GaussAmp,Lorentz
2073,1999.681106,0.9996018409729004,0.0003981590270996094,-0.0004048633970453043,-0.005815030441265005
2074,1998.716939,0.9995789527893066,0.0004210472106933594,-0.0003819752134515543,-0.005792142257671255
2075,1997.752773,0.9996246099472046,0.00037539005279541016,-0.0004276323713495035,-0.005837799415569204
2076,1996.788607,0.9997109770774841,0.00028902292251586914,-0.0005139995016290445,-0.005924166545848745
2077,1995.82444,0.9997923970222473,0.00020760297775268555,-0.0005954194463922281,-0.006005586490611929
2078,1994.860274,0.9998329281806946,0.00016707181930541992,-0.0006359506048394937,-0.006046117649059195
2079,1993.896107,0.9997791051864624,0.00022089481353759766,-0.000582127610607316,-0.005992294654827017
2080,1992.931941,0.9995574951171875,0.0004425048828125,-0.00036051754133241366,-0.0057706845855521145
2081,1991.967775,0.9992662072181702,0.000733792781829834,-6.922964231507968e-05,-0.0054793966865347805
2082,1991.003608,0.999104380607605,0.0008956193923950195,9.259696825010587e-05,-0.005317570075969595
2083,1990.039442,0.9990707635879517,0.0009292364120483398,0.00012621398790342618,-0.005283953056316275
2084,1989.075275,0.9990388751029968,0.0009611248970031738,0.00015810247285826017,-0.005252064571361441
2085,1988.111109,0.9990156888961792,0.0009843111038208008,0.00018128867967588712,-0.005228878364543814
2086,1987.146943,0.9991468787193298,0.000853121280670166,5.0098856525252356e-05,-0.0053600681876944485
2087,1986.182776,0.9993718266487122,0.0006281733512878418,-0.00017484907285707186,-0.005585016117076773
2088,1985.21861,0.9993833303451538,0.0006166696548461914,-0.00018635276929872225,-0.005596519813518423
2089,1984.254443,0.9992344975471497,0.0007655024528503418,-3.751997129457186e-05,-0.005447687015514273
2090,1983.290277,0.9993683695793152,0.0006316304206848145,-0.0001713920034600992,-0.0055815590476798
2091,1982.326111,0.9997763633728027,0.00022363662719726562,-0.000579385796947648,-0.005989552841167349
2092,1981.361944,0.9999421238899231,5.78761100769043e-05,-0.0007451463140680094,-0.00615531335828771
2093,1980.397778,0.9998299479484558,0.00017005205154418945,-0.0006329703726007242,-0.006043137416820425
2094,1979.433611,0.9999308586120605,6.914138793945312e-05,-0.0007338810362054605,-0.006144048080425161
2095,1978.469445,1.0002273321151733,0.00022733211517333984,-0.0005756903089715738,-0.005985857353191275
2096,1977.505279,1.0002689361572266,0.0002689361572265625,-0.0005340862669183512,-0.005944253311138052
2097,1976.541112,1.000066876411438,6.687641143798828e-05,-0.0007361460127069254,-0.006146313056926626
2098,1975.576946,0.9999104142189026,8.958578109741211e-05,-0.0007134366430475016,-0.006123603687267202
2099,1974.61278,0.999758243560791,0.00024175643920898438,-0.0005612659849359293,-0.00597143302915563
2100,1973.648613,0.9994529485702515,0.0005470514297485352,-0.0002559709943963785,-0.005666138038616079
