,x,HYPERION_Transmittance.0008401,Extinction,GaussAmp,Lorentz
2073,1999.681106,0.999309241771698,0.000690758228302002,-0.00028660890385356365,-0.005538185637953823
2074,1998.716939,0.9992474913597107,0.0007525086402893066,-0.00022485849186625897,-0.005476435225966518
2075,1997.752773,0.9991412162780762,0.0008587837219238281,-0.00011858341023173748,-0.0053701601443319966
2076,1996.788607,0.9990999698638916,0.0009000301361083984,-7.733699604716717e-05,-0.005328913730147426
2077,1995.82444,0.9991492629051208,0.0008507370948791504,-0.00012663003727641522,-0.005378206771376674
2078,1994.860274,0.9991525411605835,0.0008474588394165039,-0.0001299082927390617,-0.005381485026839321
2079,1993.896107,0.9989827871322632,0.0010172128677368164,3.98457355812508e-05,-0.005211730998519008
2080,1992.931941,0.9986515641212463,0.0013484358787536621,0.0003710687465980965,-0.004880507987502163
2081,1991.967775,0.9984281659126282,0.0015718340873718262,0.0005944669552162606,-0.0046571097788839985
2082,1991.003608,0.9986833333969116,0.001316666603088379,0.0003392994709328133,-0.004912277263167446
2083,1990.039442,0.9993017911911011,0.0006982088088989258,-0.0002791583232566398,-0.005530735057356899
2084,1989.075275,0.9996879696846008,0.0003120303153991699,-0.0006653368167563957,-0.005916913550856655
2085,1988.111109,0.9995172023773193,0.00048279762268066406,-0.0004945695094749015,-0.005746146243575161
2086,1987.146943,0.9992237687110901,0.0007762312889099121,-0.0002011358432456535,-0.005452712577345913
2087,1986.182776,0.9992767572402954,0.0007232427597045898,-0.00025412437245097576,-0.005505701106551235
2088,1985.21861,0.9993859529495239,0.0006140470504760742,-0.0003633200816794914,-0.0056148968157797505
2089,1984.254443,0.9991930723190308,0.0008069276809692383,-0.00017043945118632733,-0.005422016185286586
2090,1983.290277,0.9989345073699951,0.0010654926300048828,8.81254978493172e-05,-0.005163451236250942
2091,1982.326111,0.9987708926200867,0.00122910737991333,0.00025174024775776447,-0.004999836486342495
2092,1981.361944,0.9985492825508118,0.0014507174491882324,0.0004733503170326668,-0.004778226417067592
2093,1980.397778,0.9985130429267883,0.00148695707321167,0.0005095899410561043,-0.004741986793044155
2094,1979.433611,0.9989667534828186,0.0010332465171813965,5.587938502583088e-05,-0.005195697349074428
2095,1978.469445,0.9995362162590027,0.00046378374099731445,-0.0005135833911582512,-0.00576516012525851
2096,1977.505279,0.9997467398643494,0.00025326013565063477,-0.0007241069965049308,-0.00597568373060519
2097,1976.541112,0.9996976256370544,0.00030237436294555664,-0.000674992769210009,-0.005926569503310268
2098,1975.576946,0.9997075200080872,0.0002924799919128418,-0.0006848871402427238,-0.005936463874342983
