,x,HYPERION_Transmittance.0008359,Extinction,GaussAmp,Lorentz
2073,1999.681106,1.0019712448120117,0.0019712448120117188,0.0006962687271557504,0.0019012523226045422
2074,1998.716939,1.0021182298660278,0.002118229866027832,0.0008432537811718637,0.0020482373766206557
2075,1997.752773,1.002191185951233,0.00219118595123291,0.0009162098663769418,0.002121193461825734
2076,1996.788607,1.0020791292190552,0.0020791292190551758,0.0008041531341992075,0.0020091367296479995
2077,1995.82444,1.0017880201339722,0.001788020133972168,0.0005130440491161996,0.0017180276445649915
2078,1994.860274,1.001634120941162,0.0016341209411621094,0.00035914485630614106,0.0015641284517549329
2079,1993.896107,1.0016474723815918,0.0016474723815917969,0.00037249629673582856,0.0015774798921846204
2080,1992.931941,1.0014652013778687,0.0014652013778686523,0.00019022529301268402,0.0013952088884614758
2081,1991.967775,1.001069188117981,0.001069188117980957,-0.0002057879668750113,0.0009991956285737805
2082,1991.003608,1.0009206533432007,0.0009206533432006836,-0.0003543227416552847,0.0008506608537935072
2083,1990.039442,1.0011820793151855,0.0011820793151855469,-9.289676967042144e-05,0.0011120868257783704
2084,1989.075275,1.0016183853149414,0.0016183853149414062,0.00034340923008543793,0.0015483928255342297
2085,1988.111109,1.001901388168335,0.001901388168334961,0.0006264120834789926,0.0018313956789277844
2086,1987.146943,1.0017768144607544,0.0017768144607543945,0.0005018383758984262,0.001706821971347218
2087,1986.182776,1.001469373703003,0.0014693737030029297,0.00019439761814696137,0.0013993812135957532
2088,1985.21861,1.0013552904129028,0.001355290412902832,8.031432804686371e-05,0.0012852979234956555
2089,1984.254443,1.0014197826385498,0.0014197826385498047,0.00014480655369383637,0.0013497901491426282
2090,1983.290277,1.0015575885772705,0.0015575885772705078,0.0002826124924145395,0.0014875960878633313
2091,1982.326111,1.0017658472061157,0.0017658472061157227,0.0004908711212597543,0.0016958547167085461
2092,1981.361944,1.001876711845398,0.0018767118453979492,0.0006017357605419809,0.0018067193559907727
2093,1980.397778,1.001757264137268,0.0017572641372680664,0.0004822880524120981,0.0016872716478608899
2094,1979.433611,1.001672625541687,0.0016726255416870117,0.0003976494568310434,0.0016026330522798352
2095,1978.469445,1.0019683837890625,0.0019683837890625,0.0006934077042065317,0.0018983912996553235
2096,1977.505279,1.0023891925811768,0.002389192581176758,0.0011142164963207895,0.0023192000917695815
2097,1976.541112,1.0022834539413452,0.002283453941345215,0.0010084778564892465,0.0022134614519380385
2098,1975.576946,1.0016326904296875,0.0016326904296875,0.0003577143448315317,0.0015626979402803235
2099,1974.61278,1.0010823011398315,0.001082301139831543,-0.00019267494502442535,0.0010123086504243665
2100,1973.648613,1.0010299682617188,0.00102996826171875,-0.0002450078231372183,0.0009599757723115736
2101,1972.684447,1.001268744468689,0.0012687444686889648,-6.231616167003476e-06,0.0011987519792817883
2102,1971.72028,1.0014406442642212,0.0014406442642211914,0.0001656681793652231,0.0013706517748140149
2103,1970.756114,1.0015811920166016,0.0015811920166015625,0.0003062159317455942,0.001511199527194386
2104,1969.791948,1.0018008947372437,0.0018008947372436523,0.000525918652387684,0.0017309022478364758
2105,1968.827781,1.0018272399902344,0.001827239990234375,0.0005522639053784067,0.0017572475008271985
2106,1967.863615,1.0014785528182983,0.0014785528182983398,0.00020357673344237152,0.0014085603288911633
2107,1966.899448,1.0010987520217896,0.0010987520217895508,-0.00017622406306641754,0.0010287595323823743
2108,1965.935282,1.0010523796081543,0.0010523796081542969,-0.00022259647670167144,0.0009823871187471204
2109,1964.971116,1.001236081123352,0.0012360811233520508,-3.889496150391754e-05,0.0011660886339448743
2110,1964.006949,1.0014375448226929,0.001437544822692871,0.00016256873783690277,0.0013675523332856946
2111,1963.042783,1.0016409158706665,0.001640915870666504,0.0003659397858105356,0.0015709233812593274
2112,1962.078616,1.0017759799957275,0.001775979995727539,0.0005010039108715707,0.0017059875063203625
2113,1961.11445,1.0018389225006104,0.0018389225006103516,0.0005639464157543832,0.001768930011203175
2114,1960.150284,1.0020114183425903,0.002011418342590332,0.0007364422577343637,0.0019414258531831555
2115,1959.186117,1.0021679401397705,0.002167940139770508,0.0008929640549145395,0.0020979476503633315
2116,1958.221951,1.0020802021026611,0.002080202102661133,0.0008052260178051645,0.0020102096132539565
2117,1957.257784,1.0019848346710205,0.001984834671020508,0.0007098585861645395,0.0019148421816133313
2118,1956.293618,1.0019886493682861,0.001988649368286133,0.0007136732834301645,0.0019186568788789563
2119,1955.329452,1.001896858215332,0.0018968582153320312,0.0006218821304760629,0.0018268657259248547
2120,1954.365285,1.0018367767333984,0.0018367767333984375,0.0005618006485424692,0.001766784243991261
2121,1953.401119,1.0019183158874512,0.0019183158874511719,0.0006433398025952036,0.0018483233980439954
2122,1952.436952,1.0019304752349854,0.0019304752349853516,0.0006554991501293832,0.001860482745578175
2123,1951.472786,1.0018421411514282,0.0018421411514282227,0.0005671650665722543,0.0017721486620210461
2124,1950.50862,1.0017329454421997,0.001732945442199707,0.0004579693573437387,0.0016629529527925305
2125,1949.544453,1.001484990119934,0.001484990119934082,0.0002100140350781137,0.0014149976305269055
2126,1948.580287,1.0012174844741821,0.001217484474182129,-5.749161067383941e-05,0.0011474919847749524
2127,1947.61612,1.0012319087982178,0.0012319087982177734,-4.306728663819488e-05,0.001161916308810597
2128,1946.651954,1.0013350248336792,0.0013350248336791992,6.00487488232309e-05,0.0012650323442720227
2129,1945.687788,1.0012487173080444,0.0012487173080444336,-2.6258776811534726e-05,0.001178724818637257
2130,1944.723621,1.0011959075927734,0.0011959075927734375,-7.906849208253082e-05,0.001125915103366261
2131,1943.759455,1.0014064311981201,0.0014064311981201172,0.00013145511326414887,0.0013364387087129407
2132,1942.795288,1.0017812252044678,0.0017812252044677734,0.0005062491196118051,0.001711232715060597
2133,1941.831122,1.0020637512207031,0.002063751220703125,0.0007887751358471567,0.0019937587312959487
2134,1940.866956,1.0019856691360474,0.0019856691360473633,0.000710693051191395,0.0019156766466401868
2135,1939.902789,1.0016944408416748,0.0016944408416748047,0.00041946475681883637,0.0016244483522676282
2136,1938.938623,1.0016292333602905,0.0016292333602905273,0.000354257275434559,0.0015592408708833508
2137,1937.974456,1.0018097162246704,0.0018097162246704102,0.0005347401398144418,0.0017397237352632336
2138,1937.01029,1.001832127571106,0.001832127571105957,0.0005571514862499887,0.0017621350816987805
2139,1936.046124,1.0017045736312866,0.001704573631286621,0.0004295975464306528,0.0016345811418794446
