,x,HYPERION_Transmittance.0008399,Extinction,GaussAmp,Lorentz
2073,1999.681106,0.9984655380249023,0.0015344619750976562,0.0004651851646991917,0.003025901790332345
2074,1998.716939,0.9983155727386475,0.001684427261352539,0.0006151504509540745,0.0031758670765872276
2075,1997.752773,0.9980980157852173,0.0019019842147827148,0.0008327074043842503,0.0033934240300174034
2076,1996.788607,0.9981154799461365,0.0018845200538635254,0.0008152432434650608,0.003375959869098214
2077,1995.82444,0.9984360933303833,0.0015639066696166992,0.0004946298592182347,0.003055346484851388
2078,1994.860274,0.9987103343009949,0.001289665699005127,0.0002203888886066624,0.0027811055142398155
2079,1993.896107,0.9987077116966248,0.0012922883033752441,0.00022301149297677958,0.0027837281186099327
2080,1992.931941,0.9985838532447815,0.0014161467552185059,0.0003468699448200413,0.0029075865704531944
2081,1991.967775,0.9986445307731628,0.0013554692268371582,0.00028619241643869364,0.0028469090420718468
2082,1991.003608,0.9989731907844543,0.0010268092155456543,-4.2467594852810264e-05,0.002518249030780343
2083,1990.039442,0.9992976784706116,0.0007023215293884277,-0.0003669552810100368,0.0021937613446231163
2084,1989.075275,0.9992859363555908,0.0007140636444091797,-0.0003552131659892849,0.0022055034596438683
2085,1988.111109,0.9989821314811707,0.0010178685188293457,-5.140829156911886e-05,0.0025093083340640343
2086,1987.146943,0.9988755583763123,0.0011244416236877441,5.516481328927958e-05,0.0026158814389224327
2087,1986.182776,0.9991127252578735,0.0008872747421264648,-0.00018200206827199972,0.0023787145573611534
2088,1985.21861,0.9992067217826843,0.0007932782173156738,-0.00027599859308279073,0.0022847180325503624
2089,1984.254443,0.9990392327308655,0.0009607672691345215,-0.00010850954126394308,0.00245220708436921
2090,1983.290277,0.9990329146385193,0.0009670853614807129,-0.00010219144891775167,0.0024585251767154015
2091,1982.326111,0.9991845488548279,0.0008154511451721191,-0.0002538256652263454,0.0023068909604068077
2092,1981.361944,0.9991211891174316,0.0008788108825683594,-0.00019046592783010519,0.002370250697803048
2093,1980.397778,0.9988499283790588,0.0011500716209411621,8.079481054269755e-05,0.0026415114361758507
2094,1979.433611,0.9986571073532104,0.0013428926467895508,0.0002736158363910862,0.0028343324620242394
2095,1978.469445,0.9986683130264282,0.0013316869735717773,0.0002624101631733128,0.002823126788806466
2096,1977.505279,0.9988433718681335,0.001156628131866455,8.735132146799052e-05,0.0026480679471011436
2097,1976.541112,0.99913489818573,0.0008651018142700195,-0.00020417499612844503,0.002356541629504708
2098,1975.576946,0.9994311332702637,0.0005688667297363281,-0.0005004100806621364,0.0020603065449710167
2099,1974.61278,0.9994827508926392,0.0005172491073608398,-0.0005520277030376247,0.0020086889225955284
2100,1973.648613,0.9992392063140869,0.0007607936859130859,-0.0003084831244853786,0.0022522335011477745
2101,1972.684447,0.9990106821060181,0.0009893178939819336,-7.995891641653097e-05,0.002480757709216622
2102,1971.72028,0.9989868402481079,0.0010131597518920898,-5.611705850637472e-05,0.0025045995671267784
2103,1970.756114,0.9990553259849548,0.000944674015045166,-0.00012460279535329855,0.0024361138302798546
2104,1969.791948,0.9991374015808105,0.0008625984191894531,-0.00020667839120901144,0.0023540382344241417
2105,1968.827781,0.9992923140525818,0.0007076859474182129,-0.00036159086298025167,0.0021991257626529015
2106,1967.863615,0.9995031952857971,0.0004968047142028809,-0.0005724720961955837,0.0019882445294375694
2107,1966.899448,0.9994944930076599,0.0005055069923400879,-0.0005637698180583767,0.0019969468075747765
2108,1965.935282,0.9991077780723572,0.0008922219276428223,-0.0001770548827556423,0.002383661742877511
2109,1964.971116,0.9987311363220215,0.0012688636779785156,0.00019958686758005106,0.002760303493213204
2110,1964.006949,0.9986732602119446,0.00132673978805542,0.00025746297765695536,0.0028181796032901085
2111,1963.042783,0.9986881017684937,0.0013118982315063477,0.0002426214211078831,0.0028033380467410362
2112,1962.078616,0.998460590839386,0.0015394091606140137,0.0004701323502155491,0.0030308489758487022
2113,1961.11445,0.9980579614639282,0.0019420385360717773,0.0008727617256733128,0.003433478351306466
