x,HYPERION_Transmittance.0008351,Extinction,GaussAmp,Lorentz
1999.681106,0.9972110390663147,0.0027889609336853027,0.00036583978334504483,-0.0052260362815810465
1998.716939,0.9971285462379456,0.0028714537620544434,0.00044833261171418545,-0.005143543453211906
1997.752773,0.9971178770065308,0.0028821229934692383,0.0004590018431289804,-0.005132874221797111
1996.788607,0.9971453547477722,0.002854645252227783,0.0004315241018875253,-0.005160351963038566
1995.82444,0.9971436262130737,0.0028563737869262695,0.0004332526365860116,-0.00515862342834008
1994.860274,0.9971488118171692,0.0028511881828308105,0.00042806703249055264,-0.005163809032435539
1993.896107,0.9971859455108643,0.002814054489135742,0.0003909333387954843,-0.005200942726130607
1992.931941,0.9972978830337524,0.0027021169662475586,0.0002789958159073007,-0.005312880249018791
1991.967775,0.9974284172058105,0.002571582794189453,0.00014846164384919522,-0.005443414421076896
1991.003608,0.9974592924118042,0.0025407075881958008,0.00011758643785554287,-0.0054742896270705485
1990.039442,0.9973932504653931,0.0026067495346069336,0.0001836283842666757,-0.005408247680659416
1989.075275,0.9973136782646179,0.00268632173538208,0.00026320058504182217,-0.005328675479884269
1988.111109,0.9973007440567017,0.00269925594329834,0.00027613479295808194,-0.0053157412719680094
1987.146943,0.9972662329673767,0.002733767032623291,0.0003106458822830331,-0.005281230182643058
1986.182776,0.9970951676368713,0.002904832363128662,0.0004817112127884042,-0.005110164852137687
1985.21861,0.9968405961990356,0.0031594038009643555,0.0007362826506240976,-0.004855593414301994
1984.254443,0.9966620206832886,0.0033379793167114258,0.0009148581663711679,-0.0046770178985549235
1983.290277,0.9968022108078003,0.003197789192199707,0.0007746680418594491,-0.004817208023066642
1982.326111,0.9972659349441528,0.002734065055847168,0.00031094390550691006,-0.005280932159419181
1981.361944,0.9975780248641968,0.0024219751358032227,-1.1460145370352504e-06,-0.005593022079463127
1980.397778,0.997438907623291,0.0025610923767089844,0.00013797122636872647,-0.005453904838557365
1979.433611,0.997256875038147,0.0027431249618530273,0.00032000381151276944,-0.005271872253413322
1978.469445,0.9974625110626221,0.0025374889373779297,0.00011436778703767178,-0.00547750827788842
1977.505279,0.9977777004241943,0.002222299575805664,-0.00020082157453459384,-0.005792697639460685
1976.541112,0.9976891875267029,0.002310812473297119,-0.00011230867704313877,-0.00570418474196923
1975.576946,0.9972432255744934,0.002756774425506592,0.0003336532751663339,-0.0052582227897597575
1974.61278,0.996939480304718,0.0030605196952819824,0.0006373985449417245,-0.004954477519984367
1973.648613,0.99696284532547,0.0030371546745300293,0.0006140335241897714,-0.00497784254073632
1972.684447,0.9970515370368958,0.002948462963104248,0.0005253418127639901,-0.005066534252162101
1971.72028,0.9970918297767639,0.002908170223236084,0.0004850490728958261,-0.005106826992030265
1970.756114,0.9971961975097656,0.002803802490234375,0.0003806813398941171,-0.005211194725031974
1969.791948,0.9974419474601746,0.0025580525398254395,0.00013493138948518155,-0.00545694467544091
1968.827781,0.9978018403053284,0.002198159694671631,-0.00022496145566862705,-0.005816837520594718
1967.863615,0.9980481266975403,0.0019518733024597168,-0.0004712478478805411,-0.0060631239128066325
1966.899448,0.9979419112205505,0.002058088779449463,-0.000365032370890795,-0.005956908435816886
1965.935282,0.9975568652153015,0.0024431347846984863,2.001363435822842e-05,-0.005571862430567863
1964.971116,0.9971935749053955,0.002806425094604492,0.0003833039442642343,-0.005208572120661857
1964.006949,0.996989369392395,0.0030106306076049805,0.0005875094572647226,-0.005004366607661369
1963.042783,0.9969365000724792,0.003063499927520752,0.000640378777180494,-0.004951497287745597
1962.078616,0.9970367550849915,0.002963244915008545,0.000540123764668287,-0.005051752300257804
1961.11445,0.997231125831604,0.002768874168395996,0.0003457530180557382,-0.005246123046870353
1960.150284,0.9974088668823242,0.0025911331176757812,0.00016801196733552334,-0.005423864097590568
1959.186117,0.9975060820579529,0.002493917942047119,7.079679170686123e-05,-0.00552107927321923
1958.221951,0.9974926114082336,0.0025073885917663574,8.426744142609952e-05,-0.005507608623499992
1957.257784,0.9973382353782654,0.002661764621734619,0.00023864347139436123,-0.00535323259353173
1956.293618,0.9970289468765259,0.002971053123474121,0.0005479319731338632,-0.005043944091792228
1955.329452,0.9967786073684692,0.0032213926315307617,0.0007982714811905038,-0.0047936045837355876
1954.365285,0.996822714805603,0.0031772851943969727,0.0007541640440567147,-0.004837712020869377
1953.401119,0.9969556331634521,0.0030443668365478516,0.0006212456862075937,-0.004970630378718498
1952.436952,0.9969040155410767,0.00309598445892334,0.0006728633085830819,-0.0049190127563430094
1951.472786,0.9968410730361938,0.0031589269638061523,0.0007358058134658944,-0.004856070251460197
1950.50862,0.9970245361328125,0.0029754638671875,0.0005523427168472421,-0.005039533348078849
1949.544453,0.9972874522209167,0.002712547779083252,0.00028942662874299405,-0.005302449436183097
1948.580287,0.9973689317703247,0.002631068229675293,0.00020794707933503506,-0.005383928985591056
1947.61612,0.9973908066749573,0.0026091933250427246,0.0001860721747024667,-0.005405803890223625
