,HYPERION_Transmittance.0008347,HYPERION_Transmittance.0008348,HYPERION_Transmittance.0008349,HYPERION_Transmittance.0008350,HYPERION_Transmittance.0008351,HYPERION_Transmittance.0008352,HYPERION_Transmittance.0008353,HYPERION_Transmittance.0008354,HYPERION_Transmittance.0008355,HYPERION_Transmittance.0008356,HYPERION_Transmittance.0008357,HYPERION_Transmittance.0008358,HYPERION_Transmittance.0008359,HYPERION_Transmittance.0008360,HYPERION_Transmittance.0008361,HYPERION_Transmittance.0008362,HYPERION_Transmittance.0008363,HYPERION_Transmittance.0008364,HYPERION_Transmittance.0008365,HYPERION_Transmittance.0008366,mean,std
2073,0.0013132757266524787,-0.0060594264906231425,-0.004195769407371266,-0.004940326231290093,-0.0052260362815810465,0.001334028613998649,-0.003886246036778788,-0.005658842047277447,0.001734814582024949,-0.005884043248533518,0.0020461188233673487,0.001507239447851117,0.0019012523226045422,-0.005563069060046814,-0.005618057784150871,0.002040840450748998,0.001457586232230218,-0.004378642348177519,0.0022009911254885443,-0.00561431113204146,-0.002074431137145256,0.0034831435744786966
2074,0.0012045568545821662,-0.006009120170432713,-0.004099686719993337,-0.0049493861372959524,-0.005143543453211906,0.001631575000717399,-0.0038628810160268347,-0.0057728061280879935,0.0016195391990293435,-0.006113401921629221,0.001967917529422036,0.001852111922521527,0.0020482373766206557,-0.005184341147143982,-0.005876741942476066,0.0022318137326093495,0.0014273070726843196,-0.004480327872164336,0.0023011269287112005,-0.006365031632987505,-0.0020786541262275923,0.003575067944106981
2075,0.0012309021075728888,-0.005823630515891697,-0.004112680532554372,-0.0048727345641148,-0.005132874221797111,0.0018126539115450356,-0.0038680070154775183,-0.00576613040787315,0.0016997670508970193,-0.006246677907346994,0.0020831929124176416,0.0020960141289424255,0.002121193461825734,-0.004899907782275818,-0.006398699816774162,0.002278305355534154,0.0016747855577917414,-0.004543985632784453,0.002297669859314228,-0.007000476750937944,-0.0020685660400993574,0.0036835746473012944
2076,0.0012293523868087287,-0.005641836349326756,-0.0042272406598126725,-0.00494592906789898,-0.005160351963038566,0.0016264490012667153,-0.003784202884923319,-0.005604840239110943,0.0016440963126768044,-0.006123773129820139,0.0019976006425201807,0.0019449759590815857,0.0020091367296479995,-0.004905749037463806,-0.006363711890291008,0.0020524037518354237,0.001723542157218011,-0.004642929343111601,0.002140194387817646,-0.006945104035941606,-0.002098895863593315,0.0036104473171365455
2077,0.0011170572360518927,-0.005918163482505467,-0.004521091558555348,-0.005277211683560601,-0.00515862342834008,0.0010475686912081216,-0.0038242572062123815,-0.005209899862829204,0.0010331487037290505,-0.0056308427175276584,0.0014249192155182278,0.0016263295281123474,0.0017180276445649915,-0.005244899466235779,-0.006348512705873283,0.0014698279538007558,0.001216187420889886,-0.0049965040959192185,0.0018629135803225284,-0.006352455052939897,-0.0022983240643150555,0.003384040900255191
2078,0.0010091728290084357,-0.006506938163596775,-0.004760106184104665,-0.005602891462613335,-0.005163809032435539,0.0005951694373629067,-0.0041196578257192175,-0.004888273199621197,0.00043602937236918724,-0.005179516347288401,0.0008579598344147122,0.0016054679024409607,0.0015641284517549329,-0.005631733610828064,-0.005773745116304191,0.0009305251278730214,0.0007622384462805111,-0.005360211638338652,0.0016509594635012394,-0.005821318063346391,-0.002469827488959526,0.0032242597512574358
2079,0.0009760326465133185,-0.006706732932883885,-0.004748900510886891,-0.0056340646918308646,-0.005200942726130607,0.0007068685416719888,-0.0043621295206655065,-0.004850483854833599,0.0005409335471738747,-0.005158118279814035,0.0007554398454010403,0.0018059779274653747,0.0015774798921846204,-0.005774069502551697,-0.005531273421357902,0.000943280521854955,0.0008795403871984798,-0.005446996001131621,0.0016204418853762394,-0.005599231156913286,-0.0024603473702080004,0.003253697911848774
2080,0.0009710258563521857,-0.006482500259238865,-0.004731495954612477,-0.005450899618436089,-0.005312880249018791,0.001105146778061149,-0.004427933048497538,-0.004843629320684429,0.0010667657233823708,-0.00538008597695759,0.0009105311311066067,0.0018986035454463318,0.0013952088884614758,-0.005744744017322205,-0.005652390059541496,0.0013736260571332753,0.0012605332766027766,-0.005338873175509062,0.001668602438354755,-0.0056141323181071335,-0.0023664760151512376,0.003341209554593261
2081,0.0009451574405196662,-0.006342429344016697,-0.004926045515159352,-0.005199010389615288,-0.005443414421076896,0.0012497476462862466,-0.00455334122110496,-0.004664040525976177,0.0013243769981016091,-0.005548588307737619,0.0009935007966339505,0.0018596221077632263,0.0009991956285737805,-0.0059067494418217166,-0.00577738099963549,0.0015789044537397206,0.0014099025164099055,-0.005219425467379179,0.0015850367263796573,-0.0057732767196574265,-0.002370412901938652,0.0033729477359592313
2082,0.0009055799563888068,-0.006289858047324803,-0.005073507406333669,-0.005138630884457818,-0.0054742896270705485,0.0010592512015840981,-0.004736089061986307,-0.004600919207159038,0.0012373542167295388,-0.005690328153013498,0.001026402560549966,0.00187237750174516,0.0008506608537935072,-0.005870331003863953,-0.0058657746878373945,0.0014580262341352284,0.0012948655519934016,-0.005129780081636992,0.0014659466461184269,-0.005995721253959184,-0.0024347382345802538,0.00335361731640109
2083,0.000891870888090467,-0.006087083045798924,-0.00492413816652654,-0.005357975977231255,-0.005408247680659416,0.0008940271262667153,-0.004870557140599589,-0.004863894899908062,0.0012259101249326638,-0.005879990132688791,0.001127253619509927,0.0019461680519770935,0.0011120868257783704,-0.005939830019672058,-0.00606884771258715,0.0015616191067548573,0.0012097501192541438,-0.005103196410067168,0.0015591683105471378,-0.006193251046744829,-0.0024584579029686203,0.0034100421400046596
2084,0.0009352630694869513,-0.005845326606589939,-0.004565437414268239,-0.005629773157407036,-0.005328675479884269,0.0010276607398531411,-0.0050324433558095495,-0.005141056498113628,0.0014302348472227029,-0.005996338399290354,0.0013142929948151028,0.0019112397301387146,0.0015483928255342297,-0.0057433135058475955,-0.00624354892642382,0.0019255650677533925,0.0013252639208288508,-0.005155290869600859,0.0018371643737795597,-0.006245166692344194,-0.002383564666808342,0.003516565678227543
2085,0.0010326570590499396,-0.00573863429244199,-0.004194338895896657,-0.005614037531186333,-0.0053157412719680094,0.0013532213096163247,-0.005179309200536112,-0.005167699774328228,0.0016647195197690896,-0.005903593572019846,0.0015376912034332669,0.0016612578499507263,0.0018313956789277844,-0.005538273527820252,-0.006309769686769279,0.002064205471500951,0.0015977763567419367,-0.005174721983797636,0.0021000208572390325,-0.006158441934196001,-0.0022725808182365646,0.0035773603386757844
2086,0.0010506576617721076,-0.005715388480979588,-0.00393231687746404,-0.005227084177304497,-0.005281230182643058,0.0015714935187838052,-0.00512554581094871,-0.005101777037206646,0.0017480468131650857,-0.005737177403806955,0.0016195879853546536,0.0013662148583125427,0.001706821971347218,-0.005705404951770447,-0.006417952117036613,0.0018839610257001698,0.0017953061495275813,-0.005088176039583769,0.0020919146255495794,-0.006114572915641313,-0.0022306310692436445,0.00354430994599133
2087,0.0008612341006759162,-0.005687851135093357,-0.003732283689597829,-0.004969294088650933,-0.005110164852137687,0.0016314557914278481,-0.0048177474253285925,-0.005174017866674419,0.001658520636712449,-0.005663744481443674,0.0014813052094757473,0.0013895798790644958,0.0013993812135957532,-0.00600795812865033,-0.0064684968558061445,0.0016398204007001698,0.0016588115129919367,-0.004956449774630156,0.0018253626541140323,-0.006113380822745805,-0.002257795886100029,0.003450235813534682
2088,0.0006633466800216193,-0.0058256570738140605,-0.0036797123929059343,-0.005190665739346734,-0.004855593414301994,0.0016263297919771645,-0.004570507358800272,-0.005281425436559673,0.0014793490745176247,-0.0055351772626631565,0.001254211512881509,0.001751380072851117,0.0012852979234956555,-0.005880821421344422,-0.006497583922456535,0.0013831628002973378,0.0012580298815222102,-0.004916633871920195,0.001630455465698505,-0.00599888030013228,-0.0022950547495491254,0.0033671687680368796
2089,0.0008029407580855841,-0.006109136764365818,-0.0039106207867657975,-0.005606408136655083,-0.0046770178985549235,0.0016065410499117349,-0.00467541153360496,-0.005250609835210796,0.0014030551292051247,-0.005344084771513254,0.0011197434342682278,0.0021291543114375427,0.0013497901491426282,-0.005945432856280945,-0.006277523573945793,0.0012444031872602284,0.0009616755876989681,-0.004936780241854277,0.001774817915344501,-0.005844027433005815,-0.002309246615470146,0.00338350862234649
2090,0.0012533134540084357,-0.0061717216413799784,-0.004196007825950368,-0.005493457334805718,-0.004817208023066642,0.0016219190482637856,-0.004824065517674784,-0.005159891565862652,0.0015575503684629372,-0.005317262681364328,0.0011859045899689114,0.002334432708043988,0.0014875960878633313,-0.0059056765582157595,-0.006057999667238029,0.0014627946057172597,0.0009730004702062923,-0.004793252257235136,0.002216845960998798,-0.005863935384360796,-0.0022253560581810224,0.0034701579800452153
2091,0.001636213692045545,-0.006021398727256443,-0.004291136839011891,-0.005385096090604058,-0.005280932159419181,0.0015967658881685708,-0.0045910113566030065,-0.005070186575475689,0.0017340993262876443,-0.005425147088407785,0.0013276444352447903,0.0023227501976680115,0.0016958547167085461,-0.005764651968677185,-0.0060066204634416425,0.0018390191235395253,0.001240744534537347,-0.004539336470491972,0.002511769743347431,-0.006164104375449663,-0.002131738022864555,0.003565805902180192
2092,0.0016225046237472052,-0.005924600784141209,-0.004303415395835622,-0.005623872297574273,-0.005593022079463127,0.001417951953842399,-0.004193448375951151,-0.004923559149328228,0.0017054890967954568,-0.0055403628667586155,0.0013194189942657864,0.002124028311986859,0.0018067193559907727,-0.005754280760486267,-0.005967937048982414,0.0019763482251020253,0.0015651130114050227,-0.004473771361239043,0.0023240151123049505,-0.006477088365165239,-0.0021456884899742354,0.0035811513328632247
2093,0.001248783501005506,-0.005884188834983494,-0.004400332548240407,-0.005294497030545464,-0.005453904838557365,0.0011491350059053872,-0.004100941967259745,-0.004824973066869732,0.0015834187842954568,-0.005631140740751535,0.0012446747697174465,0.001909332381505902,0.0016872716478608899,-0.0057547575976444705,-0.005926273402284416,0.0018638146557660878,0.0016740703020544367,-0.004608597067720976,0.0018731655792238956,-0.006286830339042192,-0.002196638540328239,0.003458916431487089
2094,0.0009399122317794318,-0.0058093254011456034,-0.0045302706738507585,-0.005123014467526665,-0.005271872253413322,0.0009686521415255044,-0.004303597759496073,-0.004963971098485943,0.0015259599067319802,-0.005604378255247385,0.001387249080020181,0.0018082429039668396,0.0016026330522798352,-0.005694080069263123,-0.005914590891908439,0.0017578375973554433,0.0015539073381872492,-0.0046951430119348435,0.001550942869568134,-0.005659014615623003,-0.002223696068824028,0.003356194017353659
2095,0.00098390045962367,-0.005612749282676365,-0.004466612913230641,-0.005604083555508843,-0.00547750827788842,0.0010592512015840981,-0.004441642116795878,-0.0053171882234249075,0.0015303706504453591,-0.0055425086339705295,0.0017422543443024075,0.0018611718285273865,0.0018983912996553235,-0.005543995573718689,-0.005929372843812736,0.0018483174481244862,0.0014475726519079524,-0.004559125212557402,0.0016253294662478214,-0.005241722497550493,-0.0021869974890358196,0.0034115013275482766
2096,0.0012075370868209357,-0.005289572898704197,-0.004178841688255055,-0.005127246397305718,-0.005792697639460685,0.0014093688849947427,-0.004355573009740214,-0.005618608912054058,0.0015722131110776833,-0.005659095319151194,0.0020005808747589502,0.0020007659065913513,0.0023192000917695815,-0.005296517088611267,-0.005994878348420891,0.002072430912479955,0.001502289715811761,-0.004312481192476836,0.001984745474243427,-0.0052933997245707565,-0.002042489008010124,0.0034986919482836777
