x,HYPERION_Transmittance.0008357,Extinction,GaussAmp,Lorentz
1999.681106,1.0033200979232788,0.0033200979232788086,0.0014488193395861936,0.0020461188233673487
1998.716939,1.0032418966293335,0.003241896629333496,0.0013706180456408811,0.001967917529422036
1997.752773,1.003357172012329,0.0033571720123291016,0.0014858934286364866,0.0020831929124176416
1996.788607,1.0032715797424316,0.0032715797424316406,0.0014003011587390257,0.0019976006425201807
1995.82444,1.0026988983154297,0.0026988983154296875,0.0008276197317370726,0.0014249192155182278
1994.860274,1.0021319389343262,0.002131938934326172,0.0002606603506335569,0.0008579598344147122
1993.896107,1.0020294189453125,0.0020294189453125,0.00015814036161988505,0.0007554398454010403
1992.931941,1.002184510231018,0.0021845102310180664,0.00031323164732545146,0.0009105311311066067
1991.967775,1.0022674798965454,0.00226747989654541,0.0003962013128527952,0.0009935007966339505
1991.003608,1.0023003816604614,0.0023003816604614258,0.00042910307676881083,0.001026402560549966
1990.039442,1.0024012327194214,0.0024012327194213867,0.0005299541357287718,0.001127253619509927
1989.075275,1.0025882720947266,0.0025882720947265625,0.0007169935110339476,0.0013142929948151028
1988.111109,1.0028116703033447,0.0028116703033447266,0.0009403917196521116,0.0015376912034332669
1987.146943,1.0028935670852661,0.0028935670852661133,0.0010222885015734983,0.0016195879853546536
1986.182776,1.0027552843093872,0.002755284309387207,0.0008840057256945921,0.0014813052094757473
1985.21861,1.002528190612793,0.0025281906127929688,0.0006569120291003538,0.001254211512881509
1984.254443,1.0023937225341797,0.0023937225341796875,0.0005224439504870726,0.0011197434342682278
1983.290277,1.0024598836898804,0.002459883689880371,0.0005886051061877561,0.0011859045899689114
1982.326111,1.0026016235351562,0.00260162353515625,0.000730344951463635,0.0013276444352447903
1981.361944,1.0025933980941772,0.002593398094177246,0.0007221195104846311,0.0013194189942657864
1980.397778,1.002518653869629,0.0025186538696289062,0.0006473752859362913,0.0012446747697174465
1979.433611,1.0026612281799316,0.0026612281799316406,0.0007899495962390257,0.001387249080020181
1978.469445,1.0030162334442139,0.003016233444213867,0.0011449548605212522,0.0017422543443024075
1977.505279,1.0032745599746704,0.00327455997467041,0.0014032813909777952,0.0020005808747589502
1976.541112,1.0031760931015015,0.003176093101501465,0.00130481451780885,0.0019021140015900051
1975.576946,1.0026233196258545,0.002623319625854492,0.0007520410421618772,0.0013493405259430325
1974.61278,1.0018374919891357,0.0018374919891357422,-3.378659455687276e-05,0.0005635128892242825
1973.648613,1.0014246702194214,0.0014246702194213867,-0.00044660836427122823,0.00015069111950992702
1972.684447,1.0016218423843384,0.001621842384338379,-0.00024943619935423604,0.0003478632844269192
1971.72028,1.0019992589950562,0.0019992589950561523,0.0001279804113635374,0.0007252798951446926
1970.756114,1.0022563934326172,0.0022563934326171875,0.00038511484892457255,0.0009824143327057278
1969.791948,1.0023945569992065,0.002394556999206543,0.000523278415513928,0.0011205778992950833
1968.827781,1.0023537874221802,0.0023537874221801758,0.00048250883848756083,0.001079808322268716
1967.863615,1.0021448135375977,0.0021448135375976562,0.0002735349539050413,0.0008708344376861965
1966.899448,1.0020904541015625,0.0020904541015625,0.00021917551786988505,0.0008164750016510403
1965.935282,1.0023928880691528,0.002392888069152832,0.0005216094854602171,0.0011189089692413723
1964.971116,1.002683162689209,0.0026831626892089844,0.0008118841055163694,0.0014091835892975247
1964.006949,1.0026806592941284,0.002680659294128418,0.000809380710435803,0.0014066801942169583
1963.042783,1.0025995969772339,0.0025995969772338867,0.0007283183935412718,0.001325617877322427
