x,HYPERION_Transmittance.0008349,Extinction,GaussAmp,Lorentz
1999.681106,1.0011447668075562,0.0011447668075561523,0.00018549676577370286,-0.004195769407371266
1998.716939,1.001240849494934,0.001240849494934082,0.00028157945315163255,-0.004099686719993337
1997.752773,1.001227855682373,0.0012278556823730469,0.0002685856405905974,-0.004112680532554372
1996.788607,1.0011132955551147,0.001113295555114746,0.0001540255133322966,-0.0042272406598126725
1995.82444,1.000819444656372,0.0008194446563720703,-0.00013982538541037917,-0.004521091558555348
1994.860274,1.0005804300308228,0.0005804300308227539,-0.0003788400109596956,-0.004760106184104665
1993.896107,1.0005916357040405,0.0005916357040405273,-0.00036763433774192214,-0.004748900510886891
1992.931941,1.000609040260315,0.0006090402603149414,-0.0003502297814675081,-0.004731495954612477
1991.967775,1.000414490699768,0.0004144906997680664,-0.0005447793420143831,-0.004926045515159352
1991.003608,1.0002670288085938,0.00026702880859375,-0.0006922412331886995,-0.005073507406333669
1990.039442,1.0004163980484009,0.0004163980484008789,-0.0005428719933815706,-0.00492413816652654
1989.075275,1.0007750988006592,0.0007750988006591797,-0.0001841712411232698,-0.004565437414268239
1988.111109,1.0011461973190308,0.0011461973190307617,0.00018692727724831223,-0.004194338895896657
1987.146943,1.0014082193374634,0.001408219337463379,0.0004489492956809294,-0.00393231687746404
1986.182776,1.0016082525253296,0.0016082525253295898,0.0006489824835471404,-0.003732283689597829
1985.21861,1.0016608238220215,0.0016608238220214844,0.0007015537802390349,-0.0036797123929059343
1984.254443,1.0014299154281616,0.001429915428161621,0.0004706453863791716,-0.0039106207867657975
1983.290277,1.001144528388977,0.0011445283889770508,0.0001852583471946013,-0.004196007825950368
1982.326111,1.0010493993759155,0.0010493993759155273,9.012933413307786e-05,-0.004291136839011891
1981.361944,1.0010371208190918,0.0010371208190917969,7.785077730934739e-05,-0.004303415395835622
1980.397778,1.000940203666687,0.0009402036666870117,-1.9066375095437766e-05,-0.004400332548240407
1979.433611,1.0008102655410767,0.0008102655410766602,-0.00014900450070578933,-0.0045302706738507585
1978.469445,1.0008739233016968,0.0008739233016967773,-8.534674008567214e-05,-0.004466612913230641
1977.505279,1.0011616945266724,0.0011616945266723633,0.0002024244848899138,-0.004178841688255055
1976.541112,1.0013704299926758,0.0013704299926757812,0.00041115995089333177,-0.003970106222251637
1975.576946,1.001214861869812,0.0012148618698120117,0.00025559182802956223,-0.004125674345115407
1974.61278,1.0007236003875732,0.0007236003875732422,-0.0002356696542092073,-0.0046169358273541765
1973.648613,1.0002669095993042,0.0002669095993041992,-0.0006923604424782503,-0.005073626615623219
1972.684447,1.000200867652893,0.0002008676528930664,-0.0007584023888893831,-0.005139668562034352
1971.72028,1.0005285739898682,0.0005285739898681641,-0.0004306960519142854,-0.004811962225059255
1970.756114,1.0009273290634155,0.0009273290634155273,-3.194097836692214e-05,-0.004413207151511891
1969.791948,1.001018762588501,0.0010187625885009766,5.949254671852708e-05,-0.004321773626426442
