x,HYPERION_Transmittance.0008348,Extinction,GaussAmp,Lorentz
1999.681106,1.007973074913025,0.007973074913024902,0.00429515589750487,-0.0060594264906231425
1998.716939,1.0080233812332153,0.008023381233215332,0.0043454622176953,-0.006009120170432713
1997.752773,1.0082088708877563,0.008208870887756348,0.004530951872236315,-0.005823630515891697
1996.788607,1.0083906650543213,0.008390665054321289,0.004712746038801257,-0.005641836349326756
1995.82444,1.0081143379211426,0.008114337921142578,0.004436418905622546,-0.005918163482505467
1994.860274,1.0075255632400513,0.0075255632400512695,0.0038476442245312372,-0.006506938163596775
1993.896107,1.0073257684707642,0.00732576847076416,0.003647849455244128,-0.006706732932883885
1992.931941,1.0075500011444092,0.00755000114440918,0.0038720821288891474,-0.006482500259238865
1991.967775,1.0076900720596313,0.007690072059631348,0.004012153044111315,-0.006342429344016697
1991.003608,1.0077426433563232,0.007742643356323242,0.00406472434080321,-0.006289858047324803
1990.039442,1.0079454183578491,0.007945418357849121,0.004267499342329089,-0.006087083045798924
1989.075275,1.008187174797058,0.008187174797058105,0.004509255781538073,-0.005845326606589939
1988.111109,1.008293867111206,0.008293867111206055,0.004615948095686022,-0.00573863429244199
1987.146943,1.0083171129226685,0.008317112922668457,0.004639193907148425,-0.005715388480979588
1986.182776,1.0083446502685547,0.008344650268554688,0.004666731253034655,-0.005687851135093357
1985.21861,1.008206844329834,0.008206844329833984,0.004528925314313952,-0.0058256570738140605
1984.254443,1.0079233646392822,0.007923364639282227,0.004245445623762194,-0.006109136764365818
1983.290277,1.007860779762268,0.007860779762268066,0.004182860746748034,-0.0061717216413799784
1982.326111,1.0080111026763916,0.008011102676391602,0.004333183660871569,-0.006021398727256443
1981.361944,1.0081079006195068,0.008107900619506836,0.004429981603986804,-0.005924600784141209
1980.397778,1.0081483125686646,0.00814831256866455,0.0044703935531445185,-0.005884188834983494
1979.433611,1.0082231760025024,0.008223176002502441,0.004545256986982409,-0.0058093254011456034
1978.469445,1.0084197521209717,0.00841975212097168,0.004741833105451647,-0.005612749282676365
1977.505279,1.0087429285049438,0.008742928504943848,0.005065009489423815,-0.005289572898704197
1976.541112,1.008936882019043,0.008936882019042969,0.0052589630035229365,-0.005095619384605076
1975.576946,1.0087071657180786,0.008707165718078613,0.005029246702558581,-0.005325335685569432
1974.61278,1.0081415176391602,0.008141517639160156,0.004463598623640124,-0.005890983764487889
1973.648613,1.0077136754989624,0.007713675498962402,0.00403575648344237,-0.0063188259046856425
1972.684447,1.0076757669448853,0.007675766944885254,0.003997847929365222,-0.006356734458762791
1971.72028,1.0078014135360718,0.007801413536071777,0.004123494520551745,-0.0062310878675762675
1970.756114,1.007899284362793,0.007899284362792969,0.0042213653472729365,-0.006133217040855076
1969.791948,1.007952332496643,0.007952332496643066,0.004274413481123034,-0.0060801689070049784
1968.827781,1.0078214406967163,0.007821440696716309,0.004143521681196276,-0.006211060706931736
1967.863615,1.0075100660324097,0.007510066032409668,0.0038321470168896357,-0.006522435371238377
1966.899448,1.0074084997177124,0.007408499717712402,0.00373058070219237,-0.0066240016859356425
1965.935282,1.0076069831848145,0.007606983184814453,0.003929064169294421,-0.006425518218833592
1964.971116,1.007664680480957,0.007664680480957031,0.003986761465436999,-0.006367820922691014
1964.006949,1.007525086402893,0.007525086402893066,0.003847167387373034,-0.0065074150007549784
1963.042783,1.0076338052749634,0.007633805274963379,0.003955886259443347,-0.006398696128684666
1962.078616,1.0081279277801514,0.008127927780151367,0.004450008764631335,-0.005904573623496678
1961.11445,1.008765697479248,0.008765697479248047,0.005087778463728015,-0.005266803924399998
